"CUSTOMER_ID","TRANSACTION_DATE","TICKER","SHARE_AMOUNT","TRADE_PRICE","TOTAL_TRADE_AMOUNT","ACCOUNT_TYPE_NAME","TRANSACTION_CATEGORY"
25567,"2022-02-18 00:00:00.000","SF2045",2.90,177.48,514.68,"401k","401k Contribution"
25568,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25569,"2022-02-18 00:00:00.000","SF2050",2.13,182.03,387.35,"401k","401k Contribution"
25570,"2022-02-18 00:00:00.000","SF2055",1.58,187.30,295.38,"401k","401k Contribution"
25571,"2022-02-18 00:00:00.000","SF2045",4.41,177.48,782.75,"401k","401k Contribution"
25572,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25577,"2022-02-18 00:00:00.000","SF2045",4.20,177.48,745.48,"401k","401k Contribution"
25582,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25583,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25584,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
25586,"2022-02-18 00:00:00.000","SF2050",3.45,182.03,628.68,"401k","401k Contribution"
25588,"2022-02-18 00:00:00.000","SF2055",2.22,187.30,416.40,"401k","401k Contribution"
25589,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25591,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25592,"2022-02-18 00:00:00.000","SF2055",2.73,187.30,510.86,"401k","401k Contribution"
25593,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25594,"2022-02-18 00:00:00.000","SF2045",2.16,177.48,384.08,"401k","401k Contribution"
25595,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25596,"2022-02-18 00:00:00.000","SF2055",2.10,187.30,393.79,"401k","401k Contribution"
25597,"2022-02-18 00:00:00.000","SF2045",4.06,177.48,720.29,"401k","401k Contribution"
25598,"2022-02-18 00:00:00.000","SF2045",2.81,177.48,498.68,"401k","401k Contribution"
25600,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25604,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25605,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25608,"2022-02-18 00:00:00.000","SF2045",5.12,177.48,909.03,"401k","401k Contribution"
25609,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25611,"2022-02-18 00:00:00.000","SF2060",0.48,191.80,91.23,"401k","401k Contribution"
25612,"2022-02-18 00:00:00.000","SF2060",1.55,191.80,296.51,"401k","401k Contribution"
25613,"2022-02-18 00:00:00.000","SF2050",3.83,182.03,697.43,"401k","401k Contribution"
25614,"2022-02-18 00:00:00.000","SF2060",1.15,191.80,221.08,"401k","401k Contribution"
25615,"2022-02-18 00:00:00.000","SF2060",0.80,191.80,153.84,"401k","401k Contribution"
25617,"2022-02-18 00:00:00.000","SF2050",1.79,182.03,326.01,"401k","401k Contribution"
25620,"2022-02-18 00:00:00.000","SF2050",1.20,182.03,218.34,"401k","401k Contribution"
25621,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25622,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25624,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25625,"2022-02-18 00:00:00.000","SF2050",2.60,182.03,473.07,"401k","401k Contribution"
25626,"2022-02-18 00:00:00.000","SF2060",1.82,191.80,348.93,"401k","401k Contribution"
25627,"2022-02-18 00:00:00.000","SF2045",1.44,177.48,255.15,"401k","401k Contribution"
25629,"2022-02-18 00:00:00.000","SF2050",1.84,182.03,334.28,"401k","401k Contribution"
25632,"2022-02-18 00:00:00.000","SF2055",3.89,187.30,728.96,"401k","401k Contribution"
25633,"2022-02-18 00:00:00.000","SF2045",3.04,177.48,539.45,"401k","401k Contribution"
25634,"2022-02-18 00:00:00.000","SF2060",0.76,191.80,146.29,"401k","401k Contribution"
25635,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25636,"2022-02-18 00:00:00.000","SF2055",1.35,187.30,252.00,"401k","401k Contribution"
25637,"2022-02-18 00:00:00.000","SF2040",5.05,167.59,846.21,"401k","401k Contribution"
25638,"2022-02-18 00:00:00.000","SF2055",4.84,187.30,907.44,"401k","401k Contribution"
25639,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25640,"2022-02-18 00:00:00.000","SF2055",1.35,187.30,253.45,"401k","401k Contribution"
25642,"2022-02-18 00:00:00.000","SF2055",1.33,187.30,249.33,"401k","401k Contribution"
25645,"2022-02-18 00:00:00.000","SF2045",4.03,177.48,715.00,"401k","401k Contribution"
25647,"2022-02-18 00:00:00.000","SF2055",0.88,187.30,165.59,"401k","401k Contribution"
25648,"2022-02-18 00:00:00.000","SF2055",1.45,187.30,271.90,"401k","401k Contribution"
25652,"2022-02-18 00:00:00.000","SF2060",0.76,191.80,145.39,"401k","401k Contribution"
25653,"2022-02-18 00:00:00.000","SF2045",2.59,177.48,459.49,"401k","401k Contribution"
25654,"2022-02-18 00:00:00.000","SF2060",1.86,191.80,356.88,"401k","401k Contribution"
25655,"2022-02-18 00:00:00.000","SF2045",3.32,177.48,588.65,"401k","401k Contribution"
25656,"2022-02-18 00:00:00.000","SF2055",0.85,187.30,158.81,"401k","401k Contribution"
25657,"2022-02-18 00:00:00.000","SF2045",5.32,177.48,943.68,"401k","401k Contribution"
25658,"2022-02-18 00:00:00.000","SF2050",2.61,182.03,474.85,"401k","401k Contribution"
25659,"2022-02-18 00:00:00.000","SF2060",0.90,191.80,173.41,"401k","401k Contribution"
25660,"2022-02-18 00:00:00.000","SF2045",4.54,177.48,806.23,"401k","401k Contribution"
25661,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25662,"2022-02-18 00:00:00.000","SF2045",3.64,177.48,646.78,"401k","401k Contribution"
25665,"2022-02-18 00:00:00.000","SF2030",5.89,144.35,850.92,"401k","401k Contribution"
25666,"2022-02-18 00:00:00.000","SF2050",4.77,182.03,867.93,"401k","401k Contribution"
25667,"2022-02-18 00:00:00.000","SF2045",2.55,177.48,452.98,"401k","401k Contribution"
25668,"2022-02-18 00:00:00.000","SF2055",3.38,187.30,633.55,"401k","401k Contribution"
25669,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25673,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25674,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25675,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25677,"2022-02-18 00:00:00.000","SF2035",3.71,157.23,582.69,"401k","401k Contribution"
25678,"2022-02-18 00:00:00.000","SF2050",2.83,182.03,515.04,"401k","401k Contribution"
25681,"2022-02-18 00:00:00.000","SF2050",1.66,182.03,302.86,"401k","401k Contribution"
25682,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25683,"2022-02-18 00:00:00.000","SF2055",1.28,187.30,239.85,"401k","401k Contribution"
25684,"2022-02-18 00:00:00.000","SF2055",1.50,187.30,280.89,"401k","401k Contribution"
25686,"2022-02-18 00:00:00.000","SF2035",5.13,157.23,806.80,"401k","401k Contribution"
25687,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25689,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25690,"2022-02-18 00:00:00.000","SF2030",4.10,144.35,591.66,"401k","401k Contribution"
25691,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25693,"2022-02-18 00:00:00.000","SF2060",0.88,191.80,168.62,"401k","401k Contribution"
25694,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25695,"2022-02-18 00:00:00.000","SF2060",1.30,191.80,248.47,"401k","401k Contribution"
25696,"2022-02-18 00:00:00.000","SF2060",1.32,191.80,253.00,"401k","401k Contribution"
25697,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25698,"2022-02-18 00:00:00.000","SF2045",4.84,177.48,859.45,"401k","401k Contribution"
25700,"2022-02-18 00:00:00.000","SF2045",1.90,177.48,336.76,"401k","401k Contribution"
25701,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25703,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25704,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25705,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25706,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
25707,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25709,"2022-02-18 00:00:00.000","SF2045",5.18,177.48,919.00,"401k","401k Contribution"
25713,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25715,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25716,"2022-02-18 00:00:00.000","SF2045",1.25,177.48,222.58,"401k","401k Contribution"
25717,"2022-02-18 00:00:00.000","SF2045",2.38,177.48,421.94,"401k","401k Contribution"
25718,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25720,"2022-02-18 00:00:00.000","SF2040",5.33,167.59,892.77,"401k","401k Contribution"
25721,"2022-02-18 00:00:00.000","SF2045",5.02,177.48,891.09,"401k","401k Contribution"
25722,"2022-02-18 00:00:00.000","SF2050",2.95,182.03,536.79,"401k","401k Contribution"
25723,"2022-02-18 00:00:00.000","SF2050",2.69,182.03,490.14,"401k","401k Contribution"
25724,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25726,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25728,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25730,"2022-02-18 00:00:00.000","SF2050",4.87,182.03,886.21,"401k","401k Contribution"
25732,"2022-02-18 00:00:00.000","SF2055",1.93,187.30,361.07,"401k","401k Contribution"
25734,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25736,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25739,"2022-02-18 00:00:00.000","SF2045",3.72,177.48,660.76,"401k","401k Contribution"
25740,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
25744,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25745,"2022-02-18 00:00:00.000","SF2060",1.00,191.80,191.82,"401k","401k Contribution"
25746,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25747,"2022-02-18 00:00:00.000","SF2035",3.18,157.23,499.92,"401k","401k Contribution"
25749,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25751,"2022-02-18 00:00:00.000","SF2040",5.21,167.59,872.42,"401k","401k Contribution"
25752,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25754,"2022-02-18 00:00:00.000","SF2050",4.50,182.03,818.63,"401k","401k Contribution"
25755,"2022-02-18 00:00:00.000","SF2035",4.49,157.23,706.46,"401k","401k Contribution"
25756,"2022-02-18 00:00:00.000","SF2060",1.39,191.80,266.19,"401k","401k Contribution"
25760,"2022-02-18 00:00:00.000","SF2045",2.34,177.48,414.79,"401k","401k Contribution"
25761,"2022-02-18 00:00:00.000","SF2035",3.04,157.23,478.46,"401k","401k Contribution"
25762,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25763,"2022-02-18 00:00:00.000","SF2050",2.10,182.03,382.03,"401k","401k Contribution"
25764,"2022-02-18 00:00:00.000","SF2050",3.51,182.03,638.45,"401k","401k Contribution"
25768,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25769,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25770,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25772,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25773,"2022-02-18 00:00:00.000","SF2050",2.83,182.03,515.85,"401k","401k Contribution"
25774,"2022-02-18 00:00:00.000","SF2045",3.13,177.48,555.68,"401k","401k Contribution"
25775,"2022-02-18 00:00:00.000","SF2050",3.27,182.03,595.91,"401k","401k Contribution"
25776,"2022-02-18 00:00:00.000","SF2060",0.77,191.80,147.16,"401k","401k Contribution"
25777,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
25778,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25779,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25780,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25781,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25785,"2022-02-18 00:00:00.000","SF2050",1.87,182.03,340.13,"401k","401k Contribution"
25787,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25788,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25789,"2022-02-18 00:00:00.000","SF2060",2.06,191.80,395.34,"401k","401k Contribution"
25790,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25791,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
25793,"2022-02-18 00:00:00.000","SF2055",2.12,187.30,396.36,"401k","401k Contribution"
25794,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25795,"2022-02-18 00:00:00.000","SF2065",1.67,191.80,321.25,"401k","401k Contribution"
25796,"2022-02-18 00:00:00.000","SF2050",2.69,182.03,489.85,"401k","401k Contribution"
25797,"2022-02-18 00:00:00.000","SF2050",3.99,182.03,725.92,"401k","401k Contribution"
25798,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
25800,"2022-02-18 00:00:00.000","SF2050",1.52,182.03,276.23,"401k","401k Contribution"
25801,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25802,"2022-02-18 00:00:00.000","SF2060",1.05,191.80,201.68,"401k","401k Contribution"
25803,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25804,"2022-02-18 00:00:00.000","SF2045",2.11,177.48,374.58,"401k","401k Contribution"
25805,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25807,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25809,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25812,"2022-02-18 00:00:00.000","SF2055",3.42,187.30,639.87,"401k","401k Contribution"
25813,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25814,"2022-02-18 00:00:00.000","SF2050",1.07,182.03,195.04,"401k","401k Contribution"
25816,"2022-02-18 00:00:00.000","SF2060",1.17,191.80,223.71,"401k","401k Contribution"
25817,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25819,"2022-02-18 00:00:00.000","SF2060",1.79,191.80,342.79,"401k","401k Contribution"
25820,"2022-02-18 00:00:00.000","SF2050",1.62,182.03,295.27,"401k","401k Contribution"
25824,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25826,"2022-02-18 00:00:00.000","SF2055",1.18,187.30,221.69,"401k","401k Contribution"
25829,"2022-02-18 00:00:00.000","SF2045",3.74,177.48,662.89,"401k","401k Contribution"
25832,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25833,"2022-02-18 00:00:00.000","SF2045",5.39,177.48,956.11,"401k","401k Contribution"
25834,"2022-02-18 00:00:00.000","SF2050",3.27,182.03,595.50,"401k","401k Contribution"
25835,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25836,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25839,"2022-02-18 00:00:00.000","SF2055",1.43,187.30,267.12,"401k","401k Contribution"
25840,"2022-02-18 00:00:00.000","SF2035",5.96,157.23,936.54,"401k","401k Contribution"
25841,"2022-02-18 00:00:00.000","SF2060",1.25,191.80,239.65,"401k","401k Contribution"
25842,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25843,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25846,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25847,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25848,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
25849,"2022-02-18 00:00:00.000","SF2045",2.40,177.48,425.94,"401k","401k Contribution"
25851,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25853,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25854,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25855,"2022-02-18 00:00:00.000","SF2050",2.07,182.03,375.95,"401k","401k Contribution"
25857,"2022-02-18 00:00:00.000","SF2060",1.04,191.80,199.85,"401k","401k Contribution"
25859,"2022-02-18 00:00:00.000","SF2045",5.28,177.48,936.28,"401k","401k Contribution"
25860,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25863,"2022-02-18 00:00:00.000","SF2060",1.25,191.80,239.92,"401k","401k Contribution"
25865,"2022-02-18 00:00:00.000","SF2050",1.76,182.03,321.01,"401k","401k Contribution"
25867,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25868,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25869,"2022-02-18 00:00:00.000","SF2055",4.10,187.30,768.24,"401k","401k Contribution"
25871,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25872,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25873,"2022-02-18 00:00:00.000","SF2035",6.12,157.23,961.54,"401k","401k Contribution"
25874,"2022-02-18 00:00:00.000","SF2060",1.00,191.80,192.57,"401k","401k Contribution"
25875,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
25876,"2022-02-18 00:00:00.000","SF2025",7.28,132.06,961.54,"401k","401k Contribution"
25877,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25881,"2022-02-18 00:00:00.000","SF2050",5.28,182.03,961.54,"401k","401k Contribution"
25883,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25884,"2022-02-18 00:00:00.000","SF2045",5.42,177.48,961.54,"401k","401k Contribution"
25885,"2022-02-18 00:00:00.000","SF2040",5.74,167.59,961.54,"401k","401k Contribution"
25886,"2022-02-18 00:00:00.000","SF2030",6.66,144.35,961.54,"401k","401k Contribution"
