"CUSTOMER_ID","TRANSACTION_DATE","TICKER","SHARE_AMOUNT","TRADE_PRICE","TOTAL_TRADE_AMOUNT","ACCOUNT_TYPE_NAME","TRANSACTION_CATEGORY"
22197,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22198,"2024-05-10 00:00:00.000","SF2055",1.37,216.58,296.53,"401k","401k Contribution"
22199,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22200,"2024-05-10 00:00:00.000","SF2055",1.49,216.58,323.40,"401k","401k Contribution"
22201,"2024-05-10 00:00:00.000","SF2055",1.17,216.58,254.33,"401k","401k Contribution"
22203,"2024-05-10 00:00:00.000","SF2060",1.01,223.24,224.37,"401k","401k Contribution"
22204,"2024-05-10 00:00:00.000","SF2045",4.46,202.04,900.70,"401k","401k Contribution"
22205,"2024-05-10 00:00:00.000","SF2050",1.62,208.77,338.22,"401k","401k Contribution"
22206,"2024-05-10 00:00:00.000","SF2055",3.01,216.58,652.82,"401k","401k Contribution"
22207,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22210,"2024-05-10 00:00:00.000","SF2060",0.61,223.24,135.74,"401k","401k Contribution"
22211,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22212,"2024-05-10 00:00:00.000","SF2045",3.43,202.04,693.31,"401k","401k Contribution"
22213,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22214,"2024-05-10 00:00:00.000","SF2055",2.09,216.58,452.07,"401k","401k Contribution"
22215,"2024-05-10 00:00:00.000","SF2040",4.51,187.50,846.10,"401k","401k Contribution"
22216,"2024-05-10 00:00:00.000","SF2055",1.37,216.58,296.89,"401k","401k Contribution"
22217,"2024-05-10 00:00:00.000","SF2045",3.32,202.04,670.95,"401k","401k Contribution"
22218,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22219,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22220,"2024-05-10 00:00:00.000","SF2060",0.84,223.24,187.36,"401k","401k Contribution"
22221,"2024-05-10 00:00:00.000","SF2040",3.40,187.50,637.00,"401k","401k Contribution"
22222,"2024-05-10 00:00:00.000","SF2060",1.01,223.24,225.85,"401k","401k Contribution"
22223,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22224,"2024-05-10 00:00:00.000","SF2050",2.89,208.77,602.46,"401k","401k Contribution"
22225,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22226,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22227,"2024-05-10 00:00:00.000","SF2060",0.93,223.24,208.18,"401k","401k Contribution"
22228,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22229,"2024-05-10 00:00:00.000","SF2060",0.46,223.24,102.27,"401k","401k Contribution"
22230,"2024-05-10 00:00:00.000","SF2050",3.83,208.77,799.23,"401k","401k Contribution"
22231,"2024-05-10 00:00:00.000","SF2050",1.70,208.77,354.65,"401k","401k Contribution"
22234,"2024-05-10 00:00:00.000","SF2065",0.56,223.24,125.77,"401k","401k Contribution"
22235,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22237,"2024-05-10 00:00:00.000","SF2050",1.21,208.77,252.88,"401k","401k Contribution"
22238,"2024-05-10 00:00:00.000","SF2050",3.00,208.77,625.51,"401k","401k Contribution"
22239,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22240,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22241,"2024-05-10 00:00:00.000","SF2055",1.31,216.58,284.77,"401k","401k Contribution"
22242,"2024-05-10 00:00:00.000","SF2060",0.61,223.24,136.83,"401k","401k Contribution"
22243,"2024-05-10 00:00:00.000","SF2060",0.96,223.24,215.39,"401k","401k Contribution"
22244,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22245,"2024-05-10 00:00:00.000","SF2050",1.71,208.77,357.00,"401k","401k Contribution"
22247,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22248,"2024-05-10 00:00:00.000","SF2060",0.81,223.24,180.02,"401k","401k Contribution"
22249,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22250,"2024-05-10 00:00:00.000","SF2060",0.36,223.24,79.68,"401k","401k Contribution"
22251,"2024-05-10 00:00:00.000","SF2030",4.22,153.30,646.49,"401k","401k Contribution"
22252,"2024-05-10 00:00:00.000","SF2055",1.63,216.58,352.33,"401k","401k Contribution"
22253,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22254,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22255,"2024-05-10 00:00:00.000","SF2055",0.72,216.58,156.39,"401k","401k Contribution"
22256,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22258,"2024-05-10 00:00:00.000","SF2055",2.76,216.58,598.72,"401k","401k Contribution"
22259,"2024-05-10 00:00:00.000","SF2055",4.06,216.58,878.63,"401k","401k Contribution"
22260,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22262,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22263,"2024-05-10 00:00:00.000","SF2050",4.21,208.77,878.24,"401k","401k Contribution"
22266,"2024-05-10 00:00:00.000","SF2060",0.76,223.24,169.77,"401k","401k Contribution"
22267,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22268,"2024-05-10 00:00:00.000","SF2050",4.28,208.77,894.31,"401k","401k Contribution"
22269,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22271,"2024-05-10 00:00:00.000","SF2045",1.14,202.04,230.44,"401k","401k Contribution"
22272,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22273,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22274,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22275,"2024-05-10 00:00:00.000","SF2055",2.60,216.58,564.18,"401k","401k Contribution"
22276,"2024-05-10 00:00:00.000","SF2050",4.61,208.77,961.54,"401k","401k Contribution"
22277,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22278,"2024-05-10 00:00:00.000","SF2050",1.14,208.77,238.80,"401k","401k Contribution"
22279,"2024-05-10 00:00:00.000","SF2050",3.48,208.77,726.99,"401k","401k Contribution"
22280,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22281,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22282,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22283,"2024-05-10 00:00:00.000","SF2055",3.58,216.58,775.41,"401k","401k Contribution"
22284,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22285,"2024-05-10 00:00:00.000","SF2060",0.97,223.24,215.78,"401k","401k Contribution"
22286,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22287,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22288,"2024-05-10 00:00:00.000","SF2050",1.90,208.77,396.22,"401k","401k Contribution"
22290,"2024-05-10 00:00:00.000","SF2050",4.61,208.77,961.54,"401k","401k Contribution"
22291,"2024-05-10 00:00:00.000","SF2045",1.71,202.04,345.74,"401k","401k Contribution"
22292,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22293,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22294,"2024-05-10 00:00:00.000","SF2045",1.42,202.04,286.51,"401k","401k Contribution"
22295,"2024-05-10 00:00:00.000","SF2060",1.10,223.24,245.48,"401k","401k Contribution"
22296,"2024-05-10 00:00:00.000","SF2050",3.49,208.77,727.61,"401k","401k Contribution"
22297,"2024-05-10 00:00:00.000","SF2060",0.75,223.24,168.27,"401k","401k Contribution"
22298,"2024-05-10 00:00:00.000","SF2060",0.74,223.24,165.57,"401k","401k Contribution"
22299,"2024-05-10 00:00:00.000","SF2050",2.12,208.77,442.26,"401k","401k Contribution"
22302,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22305,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22306,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22307,"2024-05-10 00:00:00.000","SF2055",1.10,216.58,238.37,"401k","401k Contribution"
22309,"2024-05-10 00:00:00.000","SF2055",1.69,216.58,366.33,"401k","401k Contribution"
22310,"2024-05-10 00:00:00.000","SF2050",1.15,208.77,239.11,"401k","401k Contribution"
22311,"2024-05-10 00:00:00.000","SF2060",1.43,223.24,318.80,"401k","401k Contribution"
22312,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22314,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22317,"2024-05-10 00:00:00.000","SF2050",3.30,208.77,689.61,"401k","401k Contribution"
22319,"2024-05-10 00:00:00.000","SF2060",0.61,223.24,136.31,"401k","401k Contribution"
22321,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22322,"2024-05-10 00:00:00.000","SF2045",4.54,202.04,916.83,"401k","401k Contribution"
22323,"2024-05-10 00:00:00.000","SF2040",4.37,187.50,819.91,"401k","401k Contribution"
22324,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22325,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22326,"2024-05-10 00:00:00.000","SF2050",3.86,208.77,805.96,"401k","401k Contribution"
22327,"2024-05-10 00:00:00.000","SF2055",1.68,216.58,363.96,"401k","401k Contribution"
22328,"2024-05-10 00:00:00.000","SF2045",4.27,202.04,862.33,"401k","401k Contribution"
22329,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22330,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22331,"2024-05-10 00:00:00.000","SF2060",1.01,223.24,225.83,"401k","401k Contribution"
22332,"2024-05-10 00:00:00.000","SF2060",1.03,223.24,230.39,"401k","401k Contribution"
22333,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22335,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22337,"2024-05-10 00:00:00.000","SF2055",1.38,216.58,298.00,"401k","401k Contribution"
22339,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22340,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22341,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22342,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22343,"2024-05-10 00:00:00.000","SF2040",2.11,187.50,395.94,"401k","401k Contribution"
22344,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22347,"2024-05-10 00:00:00.000","SF2050",1.40,208.77,291.27,"401k","401k Contribution"
22348,"2024-05-10 00:00:00.000","SF2065",0.47,223.24,105.64,"401k","401k Contribution"
22349,"2024-05-10 00:00:00.000","SF2065",0.45,223.24,100.61,"401k","401k Contribution"
22352,"2024-05-10 00:00:00.000","SF2055",2.60,216.58,563.87,"401k","401k Contribution"
22353,"2024-05-10 00:00:00.000","SF2050",4.61,208.77,961.54,"401k","401k Contribution"
22354,"2024-05-10 00:00:00.000","SF2050",2.93,208.77,611.93,"401k","401k Contribution"
22356,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22357,"2024-05-10 00:00:00.000","SF2050",2.36,208.77,493.10,"401k","401k Contribution"
22358,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22359,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22360,"2024-05-10 00:00:00.000","SF2055",0.80,216.58,173.79,"401k","401k Contribution"
22361,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22363,"2024-05-10 00:00:00.000","SF2055",1.68,216.58,363.37,"401k","401k Contribution"
22364,"2024-05-10 00:00:00.000","SF2055",1.49,216.58,323.35,"401k","401k Contribution"
22365,"2024-05-10 00:00:00.000","SF2060",0.58,223.24,129.44,"401k","401k Contribution"
22366,"2024-05-10 00:00:00.000","SF2040",1.66,187.50,311.32,"401k","401k Contribution"
22367,"2024-05-10 00:00:00.000","SF2055",4.44,216.58,961.54,"401k","401k Contribution"
22368,"2024-05-10 00:00:00.000","SF2050",3.17,208.77,661.41,"401k","401k Contribution"
22370,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22371,"2024-05-10 00:00:00.000","SF2055",2.11,216.58,456.52,"401k","401k Contribution"
22372,"2024-05-10 00:00:00.000","SF2045",4.41,202.04,890.31,"401k","401k Contribution"
22373,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22374,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22375,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22376,"2024-05-10 00:00:00.000","SF2055",1.62,216.58,350.46,"401k","401k Contribution"
22377,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22378,"2024-05-10 00:00:00.000","SF2030",6.27,153.30,961.54,"401k","401k Contribution"
22380,"2024-05-10 00:00:00.000","SF2055",1.45,216.58,314.13,"401k","401k Contribution"
22384,"2024-05-10 00:00:00.000","SF2060",1.05,223.24,235.21,"401k","401k Contribution"
22385,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22387,"2024-05-10 00:00:00.000","SF2030",5.41,153.30,829.88,"401k","401k Contribution"
22389,"2024-05-10 00:00:00.000","SF2055",1.56,216.58,338.01,"401k","401k Contribution"
22390,"2024-05-10 00:00:00.000","SF2065",0.82,223.24,182.23,"401k","401k Contribution"
22392,"2024-05-10 00:00:00.000","SF2045",4.34,202.04,877.71,"401k","401k Contribution"
22393,"2024-05-10 00:00:00.000","SF2055",4.44,216.58,961.54,"401k","401k Contribution"
22394,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22395,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22396,"2024-05-10 00:00:00.000","SF2055",4.44,216.58,961.54,"401k","401k Contribution"
22398,"2024-05-10 00:00:00.000","SF2050",4.48,208.77,935.91,"401k","401k Contribution"
22400,"2024-05-10 00:00:00.000","SF2045",1.88,202.04,379.50,"401k","401k Contribution"
22401,"2024-05-10 00:00:00.000","SF2050",3.60,208.77,752.31,"401k","401k Contribution"
22403,"2024-05-10 00:00:00.000","SF2050",1.61,208.77,335.24,"401k","401k Contribution"
22404,"2024-05-10 00:00:00.000","SF2055",1.48,216.58,319.95,"401k","401k Contribution"
22405,"2024-05-10 00:00:00.000","SF2060",0.83,223.24,184.33,"401k","401k Contribution"
22406,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22407,"2024-05-10 00:00:00.000","SF2055",1.59,216.58,344.71,"401k","401k Contribution"
22408,"2024-05-10 00:00:00.000","SF2050",1.73,208.77,360.24,"401k","401k Contribution"
22409,"2024-05-10 00:00:00.000","SF2050",2.44,208.77,508.95,"401k","401k Contribution"
22410,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22411,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22412,"2024-05-10 00:00:00.000","SF2055",1.13,216.58,243.73,"401k","401k Contribution"
22413,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22414,"2024-05-10 00:00:00.000","SF2050",4.61,208.77,961.54,"401k","401k Contribution"
22415,"2024-05-10 00:00:00.000","SF2050",1.68,208.77,351.53,"401k","401k Contribution"
22416,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22417,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22418,"2024-05-10 00:00:00.000","SF2055",1.68,216.58,363.87,"401k","401k Contribution"
22419,"2024-05-10 00:00:00.000","SF2050",2.03,208.77,424.70,"401k","401k Contribution"
22420,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
22421,"2024-05-10 00:00:00.000","SF2040",1.54,187.50,287.84,"401k","401k Contribution"
22422,"2024-05-10 00:00:00.000","SF2050",2.02,208.77,422.58,"401k","401k Contribution"
22424,"2024-05-10 00:00:00.000","SF2045",1.41,202.04,285.61,"401k","401k Contribution"
22425,"2024-05-10 00:00:00.000","SF2045",2.99,202.04,603.63,"401k","401k Contribution"
22426,"2024-05-10 00:00:00.000","SF2035",5.59,172.16,961.54,"401k","401k Contribution"
22427,"2024-05-10 00:00:00.000","SF2060",2.15,223.24,479.69,"401k","401k Contribution"
22429,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22430,"2024-05-10 00:00:00.000","SF2040",4.03,187.50,755.11,"401k","401k Contribution"
22431,"2024-05-10 00:00:00.000","SF2040",5.13,187.50,961.54,"401k","401k Contribution"
22433,"2024-05-10 00:00:00.000","SF2045",4.76,202.04,961.54,"401k","401k Contribution"
