"CUSTOMER_ID","ADVISOR_ID"
38602,10
30831,10
36886,10
22624,10
43286,10
23405,10
16639,10
7935,10
8249,10
897,10
19202,10
42396,10
11171,10
4835,10
29065,10
4225,10
43285,10
34723,10
26903,10
46307,10
32623,10
14253,10
30644,10
6448,10
49539,10
22083,10
26164,10
36962,10
9808,10
47419,10
39868,10
33328,10
21169,10
20326,10
37277,10
21971,10
46500,10
26225,10
3252,10
47499,10
37717,10
45897,10
32415,10
43525,10
41484,10
34970,10
23681,10
22528,10
22121,10
11848,10
8317,11
17810,11
14163,11
12605,11
44438,11
19106,11
27570,11
936,11
43698,11
14377,11
31000,11
13698,11
43935,11
49477,11
6384,11
15148,11
39205,11
12776,11
14437,11
13978,11
9051,11
148,11
33563,11
47235,11
2060,11
11756,11
5271,11
2805,11
28362,11
37046,11
5618,11
30216,11
7088,11
37431,11
41129,11
25502,11
27211,11
38661,11
37457,11
36895,11
43630,11
555,11
14230,11
7058,11
35481,11
43260,11
17252,11
18674,11
29317,11
32003,11
36696,11
9031,11
36530,11
20903,11
43536,11
5508,11
23630,11
42006,11
41853,11
9508,11
9418,11
28351,11
16823,11
45100,11
8870,11
47681,11
18550,11
8428,11
46336,11
28506,11
42162,11
40907,11
29605,11
38325,11
6173,11
34093,12
37984,12
19893,12
10754,12
29142,12
44542,12
36398,12
15353,12
9287,12
2382,12
18347,12
47937,12
14778,12
37485,12
45492,12
20462,12
30485,12
29679,12
31395,12
12940,12
5710,12
5322,12
44186,12
23479,12
34285,12
48522,12
14653,12
8003,12
16385,12
5398,12
34380,12
9068,12
33317,12
17160,12
33614,12
24953,12
116,12
22403,12
16314,12
48425,12
4754,12
9345,12
41629,12
24500,12
28090,12
38128,12
8704,12
35284,12
37193,12
31871,12
37648,12
14287,12
39960,12
1004,12
22602,12
34137,12
39289,12
10163,12
30771,12
26735,12
39793,12
6302,12
43405,12
46594,12
13819,12
27361,12
26795,12
22111,12
44480,12
37195,12
37696,12
19944,12
33101,12
39129,12
44318,12
12506,13
41744,13
25133,13
29459,13
21187,13
8505,13
46970,13
8028,13
27363,13
10998,13
29704,13
40514,13
47974,13
10168,13
26798,13
35410,13
27323,13
41873,13
5307,13
25325,13
7667,13
1942,13
8513,13
16629,13
11490,13
38566,13
38912,13
19402,13
9257,13
32809,13
41197,13
17215,13
30242,13
41708,13
11522,13
7588,13
26110,13
29981,13
15269,13
38382,13
5528,13
32426,13
33259,13
25172,13
32732,13
31130,13
35648,13
37646,13
34148,13
24334,13
44601,13
41278,13
19730,13
21005,13
25749,13
21748,13
22751,13
43534,13
3581,13
21027,13
15528,13
38956,13
15366,13
11584,13
16722,13
19897,13
42116,13
39219,13
11172,13
32558,13
46931,13
15196,13
17007,13
33725,13
32823,13
10100,14
2631,14
45534,14
36326,14
43950,14
2241,14
10065,14
6518,14
12884,14
12935,14
15444,14
47541,14
9740,14
13067,14
8820,14
3262,14
26332,14
42232,14
45245,14
3299,14
3120,14
48685,14
19466,14
27386,14
9202,14
31480,14
1434,14
31673,14
10309,14
22847,14
32603,14
41648,14
36340,14
16144,14
2090,14
6264,14
38493,14
19999,14
43300,14
21069,14
39782,14
3344,14
18217,14
6885,14
40658,14
43273,14
38047,14
32568,14
3388,14
24637,14
20615,14
11364,14
9190,14
23433,14
16488,14
49783,14
25394,14
45326,14
22836,14
7665,14
15166,14
26026,14
16601,14
11870,14
3959,14
35929,14
3998,14
35996,14
35637,14
27148,14
41549,14
2945,14
2883,14
45568,14
4029,14
28802,15
30924,15
32549,15
14982,15
33078,15
6949,15
48773,15
35965,15
11053,15
5807,15
41664,15
20,15
36226,15
49793,15
11113,15
36266,15
6889,15
22079,15
13882,15
28688,15
17280,15
47459,15
3637,15
44221,15
9922,15
22323,15
40689,15
33052,15
22496,15
41706,15
13345,15
12419,15
38402,15
25099,15
45124,15
3289,15
46788,15
28296,15
26293,15
28981,15
35392,15
12202,15
10885,15
35313,15
39641,15
2767,15
46173,15
31529,15
2291,15
4006,15
31679,15
45127,15
22710,15
30773,15
12058,15
35909,15
20020,15
42124,15
16425,15
31302,15
40247,15
31205,15
4578,15
23879,15
43741,15
43739,15
30779,15
46572,15
47829,15
39658,15
32323,15
1606,15
20294,15
12236,15
36526,15
8589,16
5551,16
33508,16
13051,16
40094,16
41259,16
11876,16
23828,16
45959,16
47977,16
11480,16
14105,16
1390,16
2582,16
39972,16
34472,16
17355,16
21577,16
39849,16
28699,16
5828,16
7577,16
48309,16
34045,16
42873,16
9953,16
4105,16
36263,16
6655,16
46632,16
30576,16
8271,16
17823,16
20455,16
2828,16
48564,16
44364,16
46718,16
15682,16
32787,16
332,16
36103,16
8948,16
38049,16
30789,16
42377,16
7242,16
26862,16
9011,16
23744,16
32822,16
41635,16
8181,16
36966,16
14596,16
5518,16
23286,16
40239,16
44359,16
18656,16
35993,16
44771,16
17152,16
28460,16
38769,16
39372,16
21159,16
13455,16
18953,16
8979,16
29513,16
8582,16
8627,16
24831,16
39152,16
33243,17
40996,17
22006,17
13520,17
41624,17
29924,17
40067,17
24752,17
16613,17
18860,17
47812,17
20448,17
9045,17
46544,17
43699,17
28398,17
21227,17
24006,17
21808,17
18156,17
24245,17
75,17
4970,17
8188,17
48354,17
46071,17
11686,17
10141,17
4530,17
47284,17
3075,17
39396,17
45137,17
49613,17
41071,17
34541,17
6241,17
30117,17
33452,17
31005,17
28677,17
5705,17
47570,17
7284,17
29454,17
21916,17
47867,17
12771,17
15194,17
6770,17
39593,17
34674,17
28125,17
33174,17
20577,17
19491,17
45554,17
624,17
43772,17
10647,17
13448,17
40642,17
43614,17
3171,17
16235,17
17006,17
5078,17
22362,17
43899,17
3456,17
43171,17
25253,17
15627,17
26905,17
12175,17
25225,18
43091,18
19311,18
3214,18
23209,18
24267,18
47691,18
25511,18
48902,18
43251,18
32140,18
20882,18
27716,18
44521,18
48329,18
26533,18
17084,18
303,18
47283,18
34490,18
8294,18
23062,18
6417,18
38487,18
26836,18
12230,18
19391,18
19472,18
3403,18
3028,18
19709,18
23404,18
33608,18
23942,18
44861,18
16670,18
25470,18
11402,18
13577,18
14358,18
29265,18
34003,18
12914,18
37235,18
32672,18
10900,18
12414,18
7850,18
12090,18
31958,18
39878,18
4047,18
37144,18
38111,18
6749,18
625,18
30919,18
44544,18
24747,18
35373,18
49475,18
43890,18
40765,18
31918,18
37246,18
30557,18
22519,18
17101,18
20242,18
26956,18
20209,18
29925,18
31329,18
44530,18
21799,18
6527,19
28971,19
6293,19
40151,19
32974,19
2982,19
33390,19
41426,19
11576,19
28961,19
42829,19
45089,19
26611,19
11583,19
803,19
11634,19
19369,19
46494,19
46915,19
8563,19
44481,19
10953,19
3389,19
4030,19
33795,19
23024,19
14520,19
10415,19
3496,19
42091,19
46205,19
33402,19
8657,19
23085,19
722,19
19359,19
41177,19
20682,19
35673,19
1538,19
38778,19
16888,19
42149,19
21279,19
19960,19
45679,19
1690,19
48573,19
40716,19
45357,19
28429,19
28492,19
11315,19
8153,19
22311,19
7076,19
10055,19
49384,19
16760,19
20504,19
42040,19
20604,19
13900,19
11669,19
12006,19
34145,19
35117,19
36654,19
40832,19
41034,19
11097,19
39522,19
25943,19
31343,19
4319,19
33193,20
43490,20
29870,20
12580,20
31379,20
35586,20
29156,20
38005,20
44817,20
20666,20
32032,20
42814,20
5882,20
23151,20
11775,20
21724,20
30408,20
31031,20
41239,20
29890,20
17450,20
41606,20
35830,20
42496,20
14733,20
39974,20
11508,20
42369,20
7566,20
13076,20
26950,20
12294,20
5500,20
43925,20
30502,20
18197,20
22749,20
2662,20
31092,20
39387,20
14575,20
43701,20
30730,20
23288,20
19480,20
25250,20
26634,20
42545,20
3474,20
22549,20
46044,20
17688,20
49553,20
31632,20
1078,20
34904,20
45405,20
7771,20
45998,20
18620,20
45979,20
11909,20
20669,20
36167,20
34138,20
33830,20
8458,20
47030,20
40081,20
9707,20
8049,20
40984,20
29687,20
3023,20
21872,20
7066,21
19947,21
25882,21
28635,21
38713,21
33935,21
17943,21
36774,21
29618,21
33717,21
29635,21
21040,21
7956,21
38491,21
12806,21
13987,21
1898,21
17599,21
2223,21
3298,21
18053,21
14578,21
46543,21
25755,21
9319,21
35052,21
49412,21
34056,21
19220,21
12848,21
41011,21
31553,21
35130,21
45573,21
46934,21
20366,21
30937,21
42941,21
45593,21
43426,21
6411,21
32028,21
26652,21
24536,21
11349,21
19266,21
40572,21
43287,21
24121,21
40937,21
18418,21
40713,21
992,21
9720,21
5658,21
43589,21
2759,21
27199,21
29,21
22077,21
13930,21
2184,21
287,21
28632,21
36191,21
10239,21
135,21
31351,21
24037,21
43425,21
23307,21
21517,21
24024,21
37342,21
11478,21
11347,22
40159,22
10258,22
4762,22
49624,22
17164,22
32976,22
40732,22
26696,22
28007,22
45518,22
13550,22
46111,22
2725,22
11511,22
30282,22
17092,22
38829,22
3458,22
23803,22
7426,22
2905,22
31334,22
40932,22
40459,22
44309,22
4113,22
6596,22
25176,22
14757,22
15840,22
18974,22
33428,22
18926,22
49107,22
47636,22
47970,22
49799,22
44807,22
23629,22
25203,22
3206,22
19511,22
24605,22
33432,22
1424,22
20857,22
28709,22
20934,22
34091,22
20954,22
13405,22
48751,22
9276,22
43224,22
40344,22
39037,22
33072,22
49196,22
32945,22
11493,22
49135,22
45846,22
16788,22
13375,22
31583,22
30520,22
30628,22
43620,22
4582,22
25548,22
44160,22
32139,22
41773,22
15020,22
10204,23
45542,23
24365,23
13569,23
37406,23
49156,23
12341,23
47090,23
45970,23
11826,23
46117,23
2681,23
12525,23
31206,23
17397,23
39212,23
5615,23
38144,23
33360,23
46149,23
31514,23
37932,23
1222,23
22124,23
15260,23
3733,23
48292,23
32166,23
9461,23
12570,23
11908,23
21464,23
899,23
45936,23
32879,23
14594,23
42535,23
24681,23
26563,23
18222,23
18659,23
5400,23
18313,23
11000,23
44302,23
8132,23
3967,23
34526,23
21810,23
46376,23
7457,23
11124,23
27344,23
26071,23
22498,23
29762,23
33299,23
21444,23
41486,23
38516,23
12262,23
47536,23
29993,23
46896,23
26895,23
18002,23
15323,23
32727,23
11919,23
49878,23
34035,23
20845,23
7156,23
21774,23
37255,23
21396,24
30601,24
240,24
35394,24
36223,24
44140,24
15868,24
22992,24
14027,24
25104,24
32340,24
47293,24
30336,24
9797,24
46831,24
27388,24
37409,24
867,24
11935,24
495,24
15621,24
4508,24
38238,24
35327,24
14673,24
3629,24
17633,24
44205,24
18934,24
1257,24
30809,24
33346,24
29033,24
7050,24
7747,24
17548,24
48974,24
26884,24
45740,24
42119,24
40419,24
20229,24
8543,24
819,24
31493,24
32794,24
20689,24
18715,24
44652,24
46292,24
30094,24
28470,24
43306,24
14145,24
35975,24
27265,24
84,24
47587,24
10764,24
49321,24
14187,24
7550,24
26198,24
32990,24
19699,24
18884,24
30594,24
29536,24
8856,24
21455,24
26305,24
13218,24
46131,24
13971,24
6797,24
39560,25
48836,25
42146,25
47175,25
9067,25
27171,25
38001,25
4820,25
4481,25
4183,25
14136,25
20096,25
17901,25
31181,25
37142,25
36642,25
11502,25
47733,25
2236,25
8279,25
3745,25
30728,25
38899,25
4937,25
39975,25
3566,25
16076,25
5721,25
4433,25
39630,25
49052,25
2251,25
180,25
32024,25
41341,25
19838,25
39108,25
3918,25
42255,25
48908,25
38108,25
35032,25
18525,25
40707,25
31024,25
14195,25
9392,25
35056,25
11709,25
11447,25
43304,25
35175,25
9604,25
12716,25
34174,25
1455,25
41254,25
32186,25
6027,25
44682,25
9757,25
41059,25
41186,25
42338,25
19702,25
20757,25
37121,25
18351,25
47469,25
1612,25
39014,25
29416,25
42360,25
13147,25
3726,25
20731,26
28972,26
5843,26
39160,26
46854,26
15245,26
2768,26
5757,26
44436,26
7678,26
39927,26
13607,26
13560,26
20520,26
27426,26
13894,26
8709,26
388,26
551,26
47475,26
49945,26
46353,26
29102,26
26649,26
22745,26
44498,26
922,26
45977,26
31217,26
39127,26
34060,26
21109,26
39712,26
28272,26
25932,26
27238,26
45975,26
34586,26
7919,26
19971,26
49280,26
16411,26
18968,26
6074,26
11484,26
30963,26
10541,26
39786,26
33595,26
22177,26
27373,26
39438,26
22365,26
37715,26
23379,26
16791,26
16835,26
6185,26
16101,26
48614,26
11803,26
15626,26
4090,26
10184,26
32519,26
35886,26
42947,26
11939,26
32451,26
25683,26
7829,26
6008,26
38320,26
37740,26
8983,26
17577,27
44177,27
14141,27
9675,27
41815,27
20265,27
27573,27
27774,27
33864,27
40936,27
15529,27
8024,27
37567,27
17206,27
14297,27
26004,27
27368,27
49299,27
48777,27
11461,27
37550,27
24087,27
1117,27
842,27
23695,27
9130,27
35197,27
6312,27
41562,27
38119,27
19586,27
11887,27
45710,27
44128,27
44532,27
48064,27
33232,27
4362,27
48006,27
48797,27
46721,27
46144,27
4558,27
30577,27
30619,27
43673,27
40301,27
18622,27
37782,27
14662,27
23943,27
8342,27
6947,27
17016,27
9695,27
31344,27
27042,27
21562,27
39873,27
45213,27
9638,27
26145,27
26170,27
41163,27
30334,27
25103,27
14290,27
44275,27
29466,27
40075,27
7730,27
22078,27
49329,27
4670,27
45065,27
3964,28
48283,28
10186,28
20584,28
46824,28
8247,28
33981,28
28894,28
12959,28
11144,28
13342,28
31718,28
46871,28
38196,28
29085,28
41387,28
6059,28
33372,28
35804,28
12574,28
17278,28
22409,28
49820,28
20725,28
31926,28
16641,28
12989,28
30148,28
9056,28
25891,28
5951,28
29293,28
27826,28
21950,28
38259,28
16364,28
41141,28
42050,28
10061,28
31527,28
44604,28
39347,28
12008,28
12398,28
42502,28
38581,28
36830,28
20677,28
32486,28
34832,28
13034,28
2747,28
12091,28
46267,28
28258,28
17222,28
38013,28
4960,28
26263,28
8002,28
17027,28
19828,28
41793,28
26621,28
15760,28
31498,28
18529,28
32237,28
15861,28
15582,28
32660,28
2451,28
49484,28
8867,28
16088,28
31137,29
45092,29
25697,29
6091,29
30164,29
48296,29
44608,29
48416,29
42141,29
35238,29
48690,29
46219,29
23748,29
22285,29
48888,29
1435,29
13019,29
28195,29
6488,29
25550,29
18181,29
37975,29
19039,29
35381,29
28150,29
33696,29
33923,29
39619,29
10241,29
13571,29
30529,29
25684,29
19529,29
5362,29
18977,29
26529,29
2878,29
22431,29
10105,29
639,29
23224,29
10356,29
44305,29
15853,29
11017,29
28010,29
21370,29
34899,29
21311,29
38982,29
19189,29
47229,29
35285,29
9326,29
38579,29
37548,29
33488,29
10087,29
39809,29
798,29
16833,29
6526,29
39315,29
14816,29
20279,29
17396,29
667,29
45361,29
23270,29
8460,29
35805,29
17365,29
22364,29
13439,29
12744,29
14471,30
39447,30
39553,30
27291,30
31225,30
35801,30
27562,30
10312,30
9001,30
21469,30
7133,30
16955,30
16780,30
19264,30
23967,30
7934,30
10721,30
44636,30
23659,30
11056,30
16122,30
29527,30
39062,30
24174,30
11785,30
34253,30
34453,30
11080,30
18744,30
3668,30
15728,30
29218,30
8452,30
9468,30
24738,30
13298,30
48661,30
16428,30
40840,30
49953,30
42666,30
16971,30
30134,30
17496,30
38922,30
12080,30
18464,30
22695,30
20717,30
36684,30
28014,30
33073,30
34149,30
10487,30
11585,30
5075,30
21682,30
44849,30
474,30
572,30
6814,30
30221,30
49862,30
40120,30
25573,30
25026,30
19247,30
38699,30
10906,30
5407,30
45526,30
44651,30
20817,30
33921,30
509,30
23585,31
14180,31
30957,31
15276,31
20570,31
38433,31
41395,31
39602,31
20563,31
34824,31
3021,31
23408,31
8600,31
23972,31
14891,31
9118,31
38035,31
39005,31
44268,31
40199,31
5386,31
5594,31
38462,31
21271,31
19930,31
7841,31
14208,31
45384,31
43794,31
25124,31
42020,31
15420,31
34442,31
13942,31
14848,31
16926,31
36797,31
3827,31
35164,31
48930,31
17151,31
17366,31
29346,31
46412,31
23852,31
35248,31
48173,31
22244,31
29974,31
30861,31
11834,31
42033,31
31764,31
28601,31
24419,31
4318,31
17932,31
44984,31
41759,31
14536,31
38017,31
2229,31
47291,31
41901,31
28585,31
34131,31
33834,31
39419,31
22640,31
13476,31
6466,31
40463,31
7273,31
24699,31
48546,31
22628,32
22429,32
41425,32
16324,32
42349,32
29779,32
39730,32
14380,32
42839,32
19246,32
10193,32
8972,32
49512,32
18289,32
14781,32
34983,32
14295,32
5918,32
31397,32
43148,32
45411,32
39184,32
825,32
18606,32
16874,32
35079,32
1362,32
7090,32
34986,32
27954,32
39654,32
4337,32
15593,32
18856,32
16261,32
48098,32
1678,32
17521,32
23075,32
28101,32
38147,32
10970,32
48216,32
16650,32
2187,32
18254,32
33498,32
47810,32
17481,32
49947,32
13828,32
12093,32
17860,32
26032,32
40182,32
34500,32
19924,32
34062,32
11032,32
30152,32
43289,32
6430,32
44103,32
12796,32
13255,32
37618,32
20437,32
30880,32
1276,32
46031,32
30294,32
21217,32
26331,32
8631,32
508,32
46143,33
6561,33
23881,33
44839,33
16458,33
5659,33
6801,33
46151,33
25557,33
9150,33
45164,33
36630,33
7687,33
8438,33
29448,33
40797,33
9324,33
33751,33
5282,33
39645,33
3083,33
28692,33
3546,33
33057,33
21252,33
15913,33
29138,33
626,33
42748,33
21428,33
47654,33
4198,33
11554,33
17544,33
8162,33
29097,33
34011,33
36698,33
19318,33
10355,33
22612,33
42983,33
42933,33
20111,33
19127,33
18650,33
4165,33
12176,33
39197,33
21248,33
3873,33
31757,33
5014,33
1020,33
33568,33
30723,33
28082,33
36219,33
3185,33
8178,33
38834,33
23271,33
14185,33
35262,33
29766,33
31485,33
48027,33
29836,33
7179,33
10405,33
21590,33
44149,33
29805,33
8222,33
6721,33
40253,34
18636,34
3246,34
29139,34
23890,34
3785,34
12502,34
29475,34
43430,34
44945,34
7146,34
32485,34
7169,34
44147,34
46430,34
22898,34
21327,34
19019,34
4264,34
31383,34
29308,34
4775,34
33231,34
48963,34
15081,34
36569,34
29037,34
17237,34
1868,34
43736,34
2680,34
24155,34
16055,34
36516,34
24147,34
48936,34
40143,34
38182,34
11624,34
37527,34
3376,34
27744,34
2389,34
47710,34
45798,34
17656,34
20852,34
30713,34
31077,34
26523,34
48825,34
35049,34
9650,34
35803,34
26362,34
46590,34
42069,34
36229,34
12059,34
27906,34
47737,34
31199,34
13463,34
44974,34
36714,34
3753,34
29460,34
23510,34
25923,34
22186,34
45598,34
39606,34
24004,34
34434,34
20540,34
44290,35
41157,35
806,35
2934,35
42513,35
32896,35
40154,35
36019,35
34812,35
18912,35
41803,35
20864,35
15047,35
9636,35
33529,35
36269,35
43880,35
5863,35
22428,35
30170,35
47173,35
26852,35
9674,35
39761,35
11385,35
29319,35
29621,35
36119,35
38326,35
38783,35
22491,35
4702,35
45552,35
6183,35
3432,35
13153,35
2110,35
23699,35
21195,35
25407,35
9441,35
22047,35
20899,35
28062,35
3884,35
32454,35
43254,35
39024,35
48719,35
24792,35
465,35
42342,35
2988,35
27825,35
36579,35
7256,35
7923,35
12399,35
49995,35
25570,35
40190,35
21180,35
7481,35
32731,35
1748,35
13609,35
15539,35
38494,35
10589,35
49946,35
15641,35
5587,35
49612,35
42622,35
28710,35
12154,36
32708,36
37889,36
30088,36
28820,36
7378,36
12434,36
28365,36
14726,36
32273,36
4841,36
27655,36
32044,36
33555,36
48833,36
21150,36
22513,36
5127,36
29954,36
21852,36
40708,36
28674,36
3824,36
813,36
16816,36
41468,36
38849,36
32327,36
9117,36
45155,36
39935,36
3598,36
44870,36
22003,36
18782,36
7300,36
11100,36
5277,36
10500,36
27762,36
45107,36
22509,36
20526,36
40002,36
33418,36
15239,36
32031,36
18765,36
19181,36
17295,36
49531,36
12868,36
8230,36
31925,36
41720,36
17183,36
43502,36
47571,36
26749,36
38052,36
35663,36
16081,36
28467,36
24844,36
43558,36
4268,36
38410,36
37698,36
21593,36
10560,36
13872,36
45771,36
26479,36
29410,36
14505,36
28083,37
7530,37
20542,37
11671,37
10418,37
29430,37
40558,37
45838,37
20905,37
15493,37
10372,37
25692,37
43728,37
22163,37
38381,37
17928,37
43721,37
16189,37
32037,37
13985,37
35747,37
20668,37
35711,37
47441,37
36800,37
47870,37
26748,37
2134,37
21640,37
33348,37
6484,37
5934,37
25111,37
1372,37
26396,37
36984,37
46633,37
19502,37
28028,37
7981,37
46655,37
18321,37
15170,37
14317,37
41844,37
29413,37
16910,37
1139,37
27078,37
41236,37
9879,37
969,37
33838,37
24099,37
12611,37
23027,37
41979,37
39407,37
17965,37
44487,37
45274,37
2480,37
14925,37
28638,37
24097,37
38823,37
31839,37
10664,37
48804,37
32343,37
48439,37
29664,37
34047,37
33984,37
29867,37
26491,38
21446,38
26990,38
5596,38
27079,38
34922,38
26924,38
1795,38
9315,38
2056,38
39049,38
12860,38
13705,38
46310,38
10124,38
22670,38
36505,38
31323,38
15005,38
17474,38
23563,38
30684,38
8807,38
21013,38
46441,38
6288,38
