"CUSTOMER_ID","PORTFOLIO_ID","START_DATE","END_DATE","ACTIVE"
421,11,"2023-08-22","\N",true
427,1,"2023-08-22","\N",true
430,3,"2009-09-03","\N",true
451,1,"2007-08-26","\N",true
460,5,"2021-10-16","\N",true
462,12,"2023-08-22","\N",true
465,6,"2008-09-07","\N",true
474,6,"2001-09-16","\N",true
477,8,"2023-08-22","\N",true
482,0,"1999-08-28","\N",true
495,4,"2021-08-22","\N",true
497,5,"2015-08-24","\N",true
500,3,"2025-08-21","\N",true
508,1,"2018-08-23","\N",true
509,10,"2010-08-25","\N",true
515,9,"2025-08-21","\N",true
526,3,"2015-08-24","\N",true
532,3,"2003-08-27","\N",true
548,10,"2020-08-22","\N",true
550,14,"2025-08-21","\N",true
551,11,"2021-08-22","\N",true
555,0,"1999-09-27","\N",true
565,1,"1996-08-28","\N",true
572,1,"2007-08-26","\N",true
577,3,"2007-10-30","\N",true
586,1,"2023-08-22","\N",true
600,3,"2022-08-22","\N",true
601,8,"2006-11-10","\N",true
607,1,"2025-08-21","\N",true
608,1,"2015-08-24","\N",true
610,4,"2020-08-22","\N",true
624,4,"2017-08-23","\N",true
625,11,"2023-08-22","\N",true
626,3,"2022-08-22","\N",true
628,1,"2020-08-22","\N",true
639,5,"2024-08-22","\N",true
645,10,"2024-08-21","\N",true
651,1,"2010-08-25","\N",true
660,3,"2018-08-23","\N",true
667,3,"2024-08-21","\N",true
678,3,"2019-09-20","\N",true
685,0,"1993-08-29","\N",true
686,9,"2025-08-21","\N",true
722,8,"2010-08-25","\N",true
726,9,"2025-08-21","\N",true
727,1,"2019-08-23","\N",true
745,4,"2014-11-03","\N",true
756,11,"2017-08-23","\N",true
762,1,"2006-11-14","\N",true
763,5,"2021-08-22","\N",true
766,7,"2014-08-24","\N",true
777,3,"2024-08-21","\N",true
781,3,"2025-08-21","\N",true
791,1,"2018-10-29","\N",true
798,5,"2001-08-27","\N",true
801,11,"2022-11-13","\N",true
803,2,"2005-08-26","\N",true
806,4,"1994-08-29","\N",true
813,3,"2015-08-24","\N",true
819,5,"2019-08-26","\N",true
825,8,"2005-08-26","\N",true
837,4,"2010-08-25","\N",true
842,6,"2022-08-22","\N",true
849,7,"2012-11-18","\N",true
851,4,"2015-08-24","\N",true
861,3,"2025-09-26","\N",true
863,4,"1996-08-28","\N",true
864,1,"1998-08-28","\N",true
867,1,"2009-08-25","\N",true
868,1,"2020-08-22","\N",true
871,6,"2007-10-12","\N",true
882,3,"2013-08-24","\N",true
897,0,"2009-09-11","\N",true
899,8,"2025-11-14","\N",true
904,1,"2008-08-25","\N",true
906,1,"2021-08-22","\N",true
922,9,"2025-10-24","\N",true
924,1,"1998-08-28","\N",true
936,1,"2024-09-24","\N",true
943,9,"2025-08-21","\N",true
949,3,"2015-08-24","\N",true
952,4,"2004-08-26","\N",true
969,12,"2024-11-05","\N",true
974,5,"2016-08-23","\N",true
976,3,"2019-09-26","\N",true
978,1,"2018-08-23","\N",true
979,7,"2021-08-22","\N",true
982,4,"2013-11-18","\N",true
987,1,"2025-09-26","\N",true
992,5,"2004-08-26","\N",true
1001,0,"2000-08-27","\N",true
1003,0,"1995-08-29","\N",true
1004,3,"2018-08-23","\N",true
1005,2,"2019-08-23","\N",true
1020,1,"2016-08-23","\N",true
1041,1,"2021-08-22","\N",true
1056,3,"2018-08-23","\N",true
1078,6,"2011-08-25","\N",true
1085,13,"2016-08-23","\N",true
1098,14,"2025-11-04","\N",true
1117,13,"2025-08-27","\N",true
1121,8,"2024-08-21","\N",true
1127,8,"2024-08-21","\N",true
1139,3,"2025-08-21","\N",true
1142,2,"2025-08-21","\N",true
1144,1,"2022-08-22","\N",true
1162,10,"2012-08-31","\N",true
1175,4,"2025-08-21","\N",true
1185,3,"2011-08-25","\N",true
1186,1,"2024-09-19","\N",true
1195,3,"2020-08-22","\N",true
1206,10,"2016-10-06","\N",true
1222,12,"2023-08-22","\N",true
1227,8,"2023-08-22","\N",true
1232,1,"1992-08-29","\N",true
1238,1,"2012-08-24","\N",true
1257,6,"2020-08-22","\N",true
1272,6,"2019-08-23","\N",true
1274,3,"2025-08-21","\N",true
1276,0,"2017-08-23","\N",true
1278,5,"2009-08-25","\N",true
1279,1,"2025-10-20","\N",true
1280,3,"2022-09-03","\N",true
1294,11,"2025-08-21","\N",true
1314,1,"2012-08-24","\N",true
1320,1,"2015-08-24","\N",true
1353,1,"2025-08-21","\N",true
1357,7,"2025-08-21","\N",true
1362,1,"2016-08-23","\N",true
1372,5,"1997-08-28","\N",true
1376,5,"2019-08-23","\N",true
1381,3,"2010-08-25","\N",true
1390,4,"2011-08-25","\N",true
1392,1,"2013-08-31","\N",true
1395,5,"2021-08-22","\N",true
1400,11,"2017-10-27","\N",true
1424,4,"2016-08-23","\N",true
1427,13,"2025-08-21","\N",true
1434,3,"2008-08-25","\N",true
1435,1,"2021-08-22","\N",true
1436,3,"2013-08-24","\N",true
1452,5,"2020-10-13","\N",true
1453,11,"2025-08-21","\N",true
1455,8,"2024-08-21","\N",true
1459,3,"2023-11-06","\N",true
1460,1,"2001-10-03","\N",true
1463,1,"1999-08-28","\N",true
1473,1,"2020-08-22","\N",true
1475,1,"2013-08-24","\N",true
1481,1,"2022-08-22","\N",true
1485,1,"1994-10-19","\N",true
1493,9,"2014-08-24","\N",true
1498,11,"2016-11-19","\N",true
1506,4,"2005-11-18","\N",true
1513,10,"2020-08-22","\N",true
1522,1,"2025-08-21","\N",true
1530,1,"2013-08-24","\N",true
1532,3,"2025-08-21","\N",true
1533,0,"2004-11-18","\N",true
1538,9,"2001-09-05","\N",true
1545,0,"2010-08-25","\N",true
1547,0,"2020-08-22","\N",true
1550,1,"2011-08-25","\N",true
1561,0,"2016-08-23","\N",true
1565,8,"2019-08-23","\N",true
1566,5,"2009-08-25","\N",true
1572,7,"2021-08-22","\N",true
1587,9,"2022-08-22","\N",true
1599,3,"2020-08-22","\N",true
1600,4,"2009-08-25","\N",true
1602,1,"2024-08-21","\N",true
1606,2,"2006-08-26","\N",true
1609,3,"2016-08-23","\N",true
1612,11,"2025-08-21","\N",true
1622,9,"2021-08-22","\N",true
1624,3,"2017-08-23","\N",true
1632,3,"2009-08-25","\N",true
1636,14,"2010-08-25","\N",true
1646,3,"1998-09-10","\N",true
1648,10,"2001-08-27","\N",true
1650,5,"2002-08-27","\N",true
1655,5,"2022-08-22","\N",true
1656,1,"2022-08-22","\N",true
1663,11,"2016-11-14","\N",true
1671,0,"2000-08-27","\N",true
1675,10,"2010-08-25","\N",true
1677,1,"2012-09-30","\N",true
1678,1,"2013-08-24","\N",true
1680,1,"2024-08-21","\N",true
1688,1,"2004-08-26","\N",true
1689,11,"2025-08-21","\N",true
1690,11,"2023-08-22","\N",true
1694,1,"2000-08-27","\N",true
1732,5,"2025-08-21","\N",true
1748,3,"2012-08-24","\N",true
1752,10,"2012-08-24","\N",true
1753,1,"2019-08-23","\N",true
1758,11,"1997-08-28","\N",true
1768,4,"2020-08-22","\N",true
1791,6,"2017-08-23","\N",true
1795,8,"2024-08-21","\N",true
1807,12,"2019-08-23","\N",true
1812,4,"2025-08-21","\N",true
1828,10,"2022-11-15","\N",true
1837,12,"2022-08-22","\N",true
1840,4,"2012-08-24","\N",true
1853,11,"2023-08-22","\N",true
1868,9,"2025-09-11","\N",true
1876,3,"2020-11-08","\N",true
1882,1,"2004-08-26","\N",true
1888,11,"2014-11-14","\N",true
1898,3,"2020-08-22","\N",true
1899,7,"2025-08-21","\N",true
1905,3,"2019-10-05","\N",true
1911,4,"2021-08-22","\N",true
1919,9,"2020-08-22","\N",true
1922,1,"2019-08-23","\N",true
1942,9,"2013-08-24","\N",true
1954,4,"2007-08-26","\N",true
1962,10,"2025-08-21","\N",true
1965,1,"2016-08-23","\N",true
1966,6,"2011-09-26","\N",true
1990,6,"2024-08-21","\N",true
1997,3,"2012-08-24","\N",true
1999,11,"2008-09-28","\N",true
2001,12,"2008-08-25","\N",true
2008,13,"2025-08-21","\N",true
2013,1,"2014-08-24","\N",true
2014,3,"2014-08-24","\N",true
2016,4,"2013-10-03","\N",true
2025,1,"2013-08-24","\N",true
2027,3,"2022-08-22","\N",true
2032,9,"2023-08-22","\N",true
2047,10,"2009-08-25","\N",true
2056,5,"2025-08-21","\N",true
2060,2,"2014-08-24","\N",true
2063,1,"2019-08-23","\N",true
2073,5,"1996-08-28","\N",true
2079,6,"2010-08-25","\N",true
2090,9,"2006-08-26","\N",true
2110,0,"2023-08-22","\N",true
2111,5,"2012-08-24","\N",true
2113,1,"1990-08-30","\N",true
2123,10,"2015-08-24","\N",true
2134,11,"2016-08-23","\N",true
2138,3,"2011-08-25","\N",true
2144,13,"2025-08-21","\N",true
2146,3,"2021-08-22","\N",true
2148,3,"2018-08-23","\N",true
2153,3,"2013-08-24","\N",true
2155,1,"2009-10-07","\N",true
2161,4,"2014-08-24","\N",true
2162,8,"2021-08-22","\N",true
2184,4,"2020-10-06","\N",true
2187,3,"2022-08-22","\N",true
2190,1,"2023-08-22","\N",true
2200,3,"2004-08-26","\N",true
2204,0,"1997-08-28","\N",true
2205,2,"2009-08-25","\N",true
2211,3,"2021-08-22","\N",true
2219,1,"2018-09-30","\N",true
2220,8,"2002-08-27","\N",true
2221,2,"2012-08-24","\N",true
2223,11,"2013-11-05","\N",true
2229,1,"2022-11-13","\N",true
2236,7,"2006-08-26","\N",true
2240,7,"2025-08-21","\N",true
2241,5,"2022-08-22","\N",true
2245,1,"2016-08-23","\N",true
2250,8,"2021-08-22","\N",true
2251,1,"2025-08-21","\N",true
2283,7,"2024-11-13","\N",true
2291,10,"2014-08-24","\N",true
2296,10,"2025-08-21","\N",true
2307,3,"2016-08-23","\N",true
2313,3,"2022-08-22","\N",true
2315,4,"2006-08-26","\N",true
2325,1,"1999-08-28","\N",true
2327,4,"2019-09-19","\N",true
2334,1,"2023-08-22","\N",true
2346,6,"2022-08-22","\N",true
2360,4,"2013-08-24","\N",true
2376,3,"2024-08-21","\N",true
2382,11,"2022-11-09","\N",true
2389,2,"2001-08-27","\N",true
2395,1,"2020-11-12","\N",true
2416,1,"2025-09-23","\N",true
2418,3,"2019-08-23","\N",true
2419,9,"2025-08-21","\N",true
2421,10,"2022-08-22","\N",true
2434,3,"1996-08-28","\N",true
2451,1,"2013-08-24","\N",true
2452,8,"2009-08-25","\N",true
2453,1,"2018-10-18","\N",true
2464,3,"2005-09-09","\N",true
2468,3,"2025-08-21","\N",true
2471,9,"2019-08-23","\N",true
2475,6,"2020-08-22","\N",true
2480,5,"2011-08-25","\N",true
2481,3,"2017-08-23","\N",true
2491,1,"2019-08-23","\N",true
2498,1,"2001-10-09","\N",true
2503,3,"2023-08-22","\N",true
2505,5,"2005-08-26","\N",true
2513,12,"2025-08-21","\N",true
2518,4,"2025-08-21","\N",true
2519,1,"1989-08-30","\N",true
2521,9,"2010-08-25","\N",true
2526,1,"2005-10-24","\N",true
2530,3,"2014-11-11","\N",true
2539,1,"2019-10-05","\N",true
2557,1,"2005-08-26","\N",true
2563,14,"2007-09-02","\N",true
2564,13,"2009-08-25","\N",true
2568,5,"2010-08-25","\N",true
2571,2,"2006-08-26","\N",true
2576,6,"2022-08-22","\N",true
2582,9,"2008-10-24","\N",true
2610,3,"2004-08-26","\N",true
2631,5,"2005-08-26","\N",true
2632,0,"2006-08-26","\N",true
2637,10,"2012-08-31","\N",true
2650,12,"2024-10-27","\N",true
2651,6,"2007-09-22","\N",true
2653,2,"2002-08-27","\N",true
2662,3,"2020-08-22","\N",true
2667,3,"2009-08-25","\N",true
2668,8,"2024-08-21","\N",true
2672,5,"2022-08-22","\N",true
2680,4,"2023-08-22","\N",true
2681,4,"2024-08-21","\N",true
2686,4,"2025-10-23","\N",true
2698,4,"2011-08-25","\N",true
2708,11,"2023-09-23","\N",true
2712,5,"2024-08-21","\N",true
2719,5,"2017-08-28","\N",true
2721,1,"2007-08-26","\N",true
2725,2,"2002-08-27","\N",true
2737,7,"2009-08-25","\N",true
2742,1,"2001-08-27","\N",true
2743,6,"2016-08-23","\N",true
2747,3,"2021-08-22","\N",true
2751,10,"2005-08-26","\N",true
2759,4,"2025-08-21","\N",true
2763,1,"2023-08-22","\N",true
2767,7,"2014-08-24","\N",true
2768,4,"2013-08-24","\N",true
2772,1,"2018-08-23","\N",true
2773,7,"2021-08-22","\N",true
2805,11,"2025-08-21","\N",true
2808,2,"2016-08-23","\N",true
2811,3,"2008-11-05","\N",true
2828,1,"2009-08-25","\N",true
2837,4,"2019-09-01","\N",true
2846,1,"2016-08-23","\N",true
2848,1,"2025-08-21","\N",true
2864,4,"2007-10-07","\N",true
2876,7,"2001-08-27","\N",true
2878,2,"2017-08-23","\N",true
2883,11,"2023-09-10","\N",true
2885,0,"2025-08-23","\N",true
2894,6,"2022-08-22","\N",true
2905,3,"2012-08-24","\N",true
2923,12,"2022-11-09","\N",true
2924,1,"2012-08-24","\N",true
2934,4,"2015-10-15","\N",true
2942,8,"2019-08-23","\N",true
2944,4,"2011-08-25","\N",true
2945,3,"2003-08-27","\N",true
2948,11,"2012-08-24","\N",true
2963,1,"2023-08-22","\N",true
2966,1,"2018-10-18","\N",true
2982,4,"2018-08-23","\N",true
2988,5,"2016-09-07","\N",true
2990,1,"2015-08-24","\N",true
2991,8,"2016-08-23","\N",true
3003,8,"2016-08-23","\N",true
3014,3,"2021-08-22","\N",true
3021,10,"2025-08-21","\N",true
3023,4,"2025-08-21","\N",true
3028,1,"2024-10-02","\N",true
3032,11,"2011-08-25","\N",true
3036,9,"2023-08-22","\N",true
3037,5,"2025-08-21","\N",true
3039,4,"2016-08-23","\N",true
3058,3,"2012-08-24","\N",true
3063,2,"2011-08-25","\N",true
3066,1,"2021-08-22","\N",true
3075,1,"2025-08-21","\N",true
3083,4,"2020-08-22","\N",true
3084,3,"2020-08-22","\N",true
3094,4,"2021-11-15","\N",true
3095,5,"2020-08-22","\N",true
3120,1,"1998-08-28","\N",true
3133,8,"2020-08-22","\N",true
3147,3,"2016-08-23","\N",true
3150,4,"2007-08-26","\N",true
3154,11,"2018-08-23","\N",true
3169,1,"2015-08-24","\N",true
3170,2,"2019-08-23","\N",true
3171,13,"2011-08-25","\N",true
3174,3,"2019-08-23","\N",true
3185,2,"2000-08-27","\N",true
3195,3,"2024-08-21","\N",true
3206,14,"2017-08-23","\N",true
3208,3,"2016-08-23","\N",true
3214,2,"1994-10-12","\N",true
3219,2,"2012-08-24","\N",true
3223,4,"2023-08-22","\N",true
3241,2,"2002-08-27","\N",true
3242,0,"2024-10-04","\N",true
3246,3,"2018-08-23","\N",true
3252,1,"2005-08-26","\N",true
3260,1,"1997-08-30","\N",true
3262,0,"2008-08-25","\N",true
3266,5,"2024-08-21","\N",true
3278,6,"2025-10-06","\N",true
3283,1,"2020-08-22","\N",true
3289,8,"1996-08-28","\N",true
3292,11,"2006-08-26","\N",true
3298,7,"2025-08-21","\N",true
3299,4,"2025-08-21","\N",true
3312,3,"2022-08-22","\N",true
3324,5,"2012-08-24","\N",true
3325,3,"2002-08-27","\N",true
3336,5,"2020-08-22","\N",true
3343,11,"2022-08-22","\N",true
3344,8,"2015-08-24","\N",true
3349,3,"2022-11-02","\N",true
3375,10,"2008-08-25","\N",true
3376,3,"2020-08-22","\N",true
3381,4,"2019-08-23","\N",true
3388,3,"2012-09-29","\N",true
3389,11,"2020-08-22","\N",true
3403,3,"2008-08-25","\N",true
3408,1,"1994-08-29","\N",true
3413,0,"2013-10-08","\N",true
3421,1,"2019-08-23","\N",true
3422,8,"2021-08-22","\N",true
3432,1,"1995-08-29","\N",true
3436,9,"2017-08-23","\N",true
3445,13,"2009-09-05","\N",true
3455,3,"2019-08-23","\N",true
3456,1,"1986-08-31","\N",true
3458,8,"2025-08-21","\N",true
3469,9,"2024-08-21","\N",true
3472,2,"2016-10-22","\N",true
3474,1,"2013-08-24","\N",true
3489,1,"2013-10-06","\N",true
3492,6,"2025-08-21","\N",true
3493,5,"2018-08-23","\N",true
3496,1,"2020-09-15","\N",true
3512,13,"2024-08-21","\N",true
3524,13,"2017-08-23","\N",true
3533,8,"2012-08-24","\N",true
3546,7,"2021-08-22","\N",true
3552,10,"2017-10-13","\N",true
3553,6,"2017-08-23","\N",true
3554,11,"2013-08-24","\N",true
3562,1,"2015-08-24","\N",true
3566,11,"2025-08-21","\N",true
3581,1,"1998-08-28","\N",true
3584,1,"1987-08-31","\N",true
3590,3,"2022-08-22","\N",true
3598,2,"2010-09-22","\N",true
3603,5,"2008-08-25","\N",true
3606,3,"1995-10-27","\N",true
3614,3,"2006-08-26","\N",true
3622,8,"2014-08-24","\N",true
3627,13,"2024-08-21","\N",true
3629,5,"2023-08-22","\N",true
3630,1,"1998-08-28","\N",true
3634,9,"2021-08-22","\N",true
3637,1,"2024-08-21","\N",true
3638,3,"2016-08-23","\N",true
3647,1,"2022-10-09","\N",true
3649,1,"2001-08-27","\N",true
3652,2,"2024-08-21","\N",true
3653,1,"2025-08-21","\N",true
3664,1,"2016-08-23","\N",true
3668,2,"2020-08-22","\N",true
3675,8,"2017-08-23","\N",true
3677,11,"2013-10-08","\N",true
3681,3,"2024-08-21","\N",true
3688,12,"2018-09-02","\N",true
3710,6,"2013-08-24","\N",true
3712,1,"2024-10-05","\N",true
3722,8,"2017-08-23","\N",true
3725,7,"2004-08-26","\N",true
3726,3,"2022-08-22","\N",true
3733,4,"2014-08-24","\N",true
3736,2,"1996-08-28","\N",true
3744,12,"2020-11-03","\N",true
3745,6,"2019-08-23","\N",true
3753,1,"2024-08-21","\N",true
3757,1,"2013-09-21","\N",true
3763,12,"2025-08-21","\N",true
3767,1,"1994-08-29","\N",true
3768,12,"2025-11-17","\N",true
3773,3,"2023-09-10","\N",true
3779,10,"2025-08-21","\N",true
3785,3,"2023-08-22","\N",true
3786,7,"2015-08-24","\N",true
3804,3,"2023-08-22","\N",true
3809,10,"2022-09-18","\N",true
3814,2,"2008-08-25","\N",true
3818,1,"2019-08-23","\N",true
3821,1,"2013-08-24","\N",true
3824,3,"2013-08-24","\N",true
3827,8,"2016-08-23","\N",true
3830,3,"2016-08-23","\N",true
3840,1,"2023-11-08","\N",true
3844,2,"1989-08-30","\N",true
3848,4,"2018-09-06","\N",true
3858,3,"2018-08-23","\N",true
3861,1,"2021-08-22","\N",true
3873,1,"2025-08-21","\N",true
3879,9,"2009-08-25","\N",true
3884,1,"2015-08-24","\N",true
3888,3,"2014-08-24","\N",true
3893,1,"2009-08-25","\N",true
3899,3,"2015-11-22","\N",true
3910,8,"2025-08-21","\N",true
3918,11,"2013-08-24","\N",true
3928,5,"1998-08-28","\N",true
3933,3,"2025-08-21","\N",true
3937,8,"1994-08-29","\N",true
3938,3,"2015-08-24","\N",true
3939,1,"2009-08-25","\N",true
3945,9,"2025-08-21","\N",true
3949,14,"2021-09-25","\N",true
3958,3,"2022-08-22","\N",true
3959,9,"2025-09-30","\N",true
3964,3,"2007-08-26","\N",true
3967,5,"2003-08-27","\N",true
3970,3,"2017-08-23","\N",true
3974,0,"2021-08-22","\N",true
3983,5,"2020-08-22","\N",true
3986,12,"2025-08-21","\N",true
3995,3,"2007-10-18","\N",true
3996,3,"2018-08-23","\N",true
3998,4,"2023-11-06","\N",true
4006,14,"2005-08-26","\N",true
4029,1,"2022-08-22","\N",true
4030,3,"2006-08-26","\N",true
4032,11,"2015-08-24","\N",true
4033,5,"2015-09-12","\N",true
4047,1,"2010-08-25","\N",true
4053,1,"2006-08-26","\N",true
4055,4,"2023-08-22","\N",true
4066,4,"2020-08-22","\N",true
4082,4,"2025-08-21","\N",true
4090,1,"1997-11-24","\N",true
4096,11,"2024-08-21","\N",true
4105,1,"2023-11-16","\N",true
4113,6,"2015-08-24","\N",true
4115,6,"2013-08-24","\N",true
4121,1,"2007-09-12","\N",true
4131,3,"1995-08-31","\N",true
4132,0,"2023-08-22","\N",true
4138,5,"2018-10-07","\N",true
4163,8,"2025-08-21","\N",true
4164,3,"2015-08-24","\N",true
4165,8,"2020-08-22","\N",true
4177,8,"2022-08-22","\N",true
4182,6,"2011-08-25","\N",true
4183,11,"2022-08-22","\N",true
4198,11,"2025-08-21","\N",true
4225,13,"2025-08-21","\N",true
4228,1,"1985-10-26","\N",true
4244,13,"2021-11-11","\N",true
4246,3,"2013-08-24","\N",true
4247,8,"2013-08-24","\N",true
4249,3,"2025-08-21","\N",true
4259,3,"2004-08-26","\N",true
4264,0,"2002-09-05","\N",true
4268,1,"2025-08-21","\N",true
4273,9,"2004-08-26","\N",true
4277,1,"2024-08-21","\N",true
4282,3,"2004-08-26","\N",true
4285,0,"2011-08-25","\N",true
4305,3,"2008-08-25","\N",true
4312,1,"2014-11-15","\N",true
4318,0,"1992-08-29","\N",true
4319,8,"2022-08-22","\N",true
4329,3,"2012-08-24","\N",true
4337,5,"2025-08-21","\N",true
4338,0,"2008-08-25","\N",true
4340,3,"2025-08-21","\N",true
4347,6,"2020-08-31","\N",true
4357,3,"2011-09-16","\N",true
4362,14,"2011-08-25","\N",true
4366,7,"2015-08-24","\N",true
4370,3,"2025-08-21","\N",true
4387,3,"2009-10-09","\N",true
4390,8,"2023-08-22","\N",true
4420,1,"2007-08-26","\N",true
4426,9,"2023-09-08","\N",true
4431,4,"2025-08-21","\N",true
4433,1,"2004-10-10","\N",true
4435,5,"2025-08-21","\N",true
4439,9,"2018-08-23","\N",true
4465,6,"2017-08-23","\N",true
4472,9,"2003-08-27","\N",true
4476,10,"2017-10-22","\N",true
4481,10,"2020-08-22","\N",true
4487,3,"2024-08-21","\N",true
4508,3,"2004-11-08","\N",true
4509,1,"2019-08-29","\N",true
4515,1,"2003-08-27","\N",true
4518,13,"2014-09-18","\N",true
4523,3,"2005-08-26","\N",true
4526,3,"2024-08-21","\N",true
4530,13,"2025-08-21","\N",true
4550,10,"2016-08-23","\N",true
4558,1,"2022-08-22","\N",true
4560,1,"2023-08-22","\N",true
4561,1,"2004-08-26","\N",true
4571,13,"2025-08-21","\N",true
4574,1,"2013-08-24","\N",true
4578,6,"2016-09-15","\N",true
4582,1,"2005-08-26","\N",true
4590,10,"2022-08-22","\N",true
4595,10,"2024-08-21","\N",true
4604,1,"2008-08-25","\N",true
4608,11,"2022-08-22","\N",true
4620,3,"2000-08-27","\N",true
4631,8,"2017-10-23","\N",true
4644,1,"2010-08-25","\N",true
4645,1,"2001-08-27","\N",true
4646,9,"2024-08-21","\N",true
4647,1,"2020-08-22","\N",true
4653,7,"2021-08-22","\N",true
4659,3,"2025-08-21","\N",true
4663,4,"2021-08-22","\N",true
4666,0,"2012-08-24","\N",true
4670,1,"2022-08-22","\N",true
4672,11,"2002-08-27","\N",true
4677,13,"2017-08-23","\N",true
4697,9,"2018-08-23","\N",true
4699,11,"2021-08-22","\N",true
4702,14,"2005-08-26","\N",true
4733,1,"2019-08-23","\N",true
4738,4,"2025-08-21","\N",true
4750,13,"2010-08-25","\N",true
4752,11,"2025-08-21","\N",true
4754,4,"2021-08-22","\N",true
4757,1,"1998-08-28","\N",true
4762,4,"2006-09-24","\N",true
4775,3,"2024-08-21","\N",true
4784,3,"2014-09-08","\N",true
4796,3,"2017-08-23","\N",true
4800,3,"2015-10-26","\N",true
4803,5,"2016-08-23","\N",true
4806,14,"2016-08-23","\N",true
4810,4,"2019-08-23","\N",true
4811,3,"2025-08-21","\N",true
4820,12,"2024-08-21","\N",true
4835,2,"2006-08-26","\N",true
4841,1,"2010-08-25","\N",true
4844,4,"2012-08-24","\N",true
4852,4,"2010-08-25","\N",true
4856,9,"2004-08-26","\N",true
4859,1,"2013-08-24","\N",true
4862,1,"2025-08-21","\N",true
4874,2,"1989-08-30","\N",true
4875,7,"2024-08-21","\N",true
4878,3,"2009-09-25","\N",true
4881,14,"2015-08-24","\N",true
4888,0,"1995-08-29","\N",true
4900,9,"2025-10-21","\N",true
4901,13,"2021-08-22","\N",true
4911,1,"2016-08-23","\N",true
4921,10,"2016-10-19","\N",true
4930,8,"2000-08-27","\N",true
4937,1,"2021-08-22","\N",true
4949,4,"2022-08-22","\N",true
4954,14,"2010-08-25","\N",true
4960,11,"2025-08-21","\N",true
4965,10,"2025-08-21","\N",true
4970,0,"2025-08-21","\N",true
4975,1,"2007-08-28","\N",true
4980,3,"2016-08-23","\N",true
4985,6,"2019-09-11","\N",true
5008,3,"2011-08-25","\N",true
5014,1,"2017-10-28","\N",true
5031,5,"2024-08-21","\N",true
5040,4,"2011-08-25","\N",true
5045,1,"2011-08-25","\N",true
5051,8,"2025-08-21","\N",true
5052,1,"2004-08-26","\N",true
5062,1,"2000-08-29","\N",true
5064,2,"2022-08-22","\N",true
5070,5,"2024-09-23","\N",true
5074,12,"2020-08-22","\N",true
5075,1,"2012-08-24","\N",true
5078,10,"2022-08-22","\N",true
5081,1,"2025-08-21","\N",true
5084,3,"1996-08-28","\N",true
5095,3,"2016-08-23","\N",true
5096,2,"2015-08-24","\N",true
5123,3,"2025-08-21","\N",true
5127,2,"2020-08-22","\N",true
5135,3,"2025-08-21","\N",true
5143,1,"2000-08-27","\N",true
5184,10,"2004-09-27","\N",true
5206,6,"2023-08-22","\N",true
5209,2,"1998-08-28","\N",true
5211,13,"2012-08-24","\N",true
5218,10,"2017-08-23","\N",true
5232,3,"2021-08-22","\N",true
5238,5,"2012-11-02","\N",true
5241,6,"2023-08-22","\N",true
